329.147,390.426
327.69,388.261
327.091,387.538
326.863,388.673
328.848,389.451
328.469,387.463
0,0
327.791,387.416
328.176,386.877
326.529,383.988
0,0
0,0
0,0
0,0
331.628,383.764
0,0
332.351,385.134
0,0
0,0
0,0
0,0
0,0
0,0
0,0
333.649,382.865
334.069,379.842
333.846,384.516
333.231,381.253
333.709,382.652
334.981,381.144
336.931,382.077
334.934,381.807
335.033,378.649
336.864,379.544
0,0
335.909,379.508
335.517,380.414
336.653,380.136
0,0
0,0
0,0
0,0
341.911,378.902
341.119,379.808
0,0
0,0
340.736,378.171
342.271,379.478
343.314,375.997
0,0
0,0
0,0
0,0
0,0
339.556,373.802
339.722,375.433
340.738,375.564
342.441,374.912
342.949,374.811
345.079,374.788
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
350.315,371.986
351.563,372.548
0,0
0,0
0,0
0,0
350.641,372.203
351.543,369.81
351.863,370.189
0,0
0,0
0,0
0,0
352.224,367.18
352.692,368.591
351.636,368.221
353.759,369.171
353.514,368.706
355.083,370.425
356.062,369.535
350.537,371.521
348.031,372.04
348.796,371.265
347.956,369.739
351.918,368.164
353.564,366.543
359.157,365.972
360.54,365.565
363.722,365.519
380.644,456.642
374.719,444.139
385.635,453.985
414.175,459.893
289.26,320.691
347.124,382.25
389.696,421.476
294.005,306.745
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
397.161,335.618
395.599,337.248
0,0
0,0
372.965,345.179
374.05,347.568
373.721,347.408
376.197,347.811
377.397,349.855
378.16,348.744
0,0
380.325,347.656
381.032,345.75
379.891,346.512
380.464,346.19
379.631,345.257
0,0
381.216,345.15
382.164,346.838
0,0
382.796,346.52
382.104,343.662
383.647,343.691
383.092,343.858
382.184,343.747
382.744,344.191
382.088,343.598
0,0
0,0
0,0
382.786,342.861
0,0
0,0
