278.401,337.985
279.237,338.719
277.063,336.049
278.052,335.145
275.539,334.667
278.576,325.029
274.365,333.109
280.128,321.169
280.6,322.601
230.344,328.722
231.178,328.7
216.273,309.846
233.727,322.743
0,0
0,0
0,0
0,0
0,0
0,0
199.627,418.43
198.436,418.21
204.88,308.221
205.659,308.074
207.326,308.944
207.333,308.941
284.188,460.538
0,0
0,0
0,0
0,0
286.648,463.545
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
