0,0
0,0
276.434,308.53
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
276.825,313.763
276.899,315.784
275.843,316.098
275.825,315.481
275.545,315.853
274.254,314.5
277.333,315.581
273.922,314.9
274.777,315.167
275.723,315.847
274.119,315.912
275.109,315.532
276.289,318.368
275.435,317.793
273.716,316.099
275.813,318.81
273.563,317.823
274.564,319.283
271.182,319.206
275.977,319.135
267.865,316.463
272.226,319.771
273.795,319.868
269.86,321.232
270.619,322.263
279.568,325.07
277.783,324.565
278.691,326.612
280.236,326.837
279.447,328.138
283.556,331.524
282.623,331.411
284.149,333.363
282.791,332.829
288.635,337.347
288.949,337.766
289.103,337.221
290.027,339.562
293.246,343.708
297.195,345.347
298.351,345.011
298.67,347.881
298.558,349.43
299.61,352.179
293.254,352.287
298.052,354.45
296.972,353.008
305.296,354.789
304.715,355.493
315.698,359.773
322.057,366.124
316.058,358.114
341.845,452.394
347.056,446.429
372.603,464.064
228.523,323.916
229.141,319.346
0,0
225.215,298.121
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
436.856,416.005
433.171,410.395
0,0
0,0
0,0
0,0
419.847,381.377
368.479,363.546
458.731,385.341
365.406,362.151
357.171,359.215
459.387,375.794
353.058,354.229
357.463,354.556
348.597,353.571
347.937,351.514
356.132,349.663
354.185,351.207
351.304,348.577
356.214,346.799
354.186,345.959
347.302,343.118
346.375,344.326
355.281,338.079
350.152,340.996
468.208,346.178
330.303,378.874
332.471,382.114
331.385,381.901
0,0
0,0
0,0
326.594,381.049
328.616,380.958
0,0
